day,type,range,value
2,S_M,21-30,0.009451796
2,S_M,31-40,0.002835539
2,S_M,41-50,0.002362949
2,S_M,51-60,0.007561437
2,S_M,61-70,0.003308129
2,S_M,71-80,0.00094518
2,S_M,81-90,0.002362949
2,S_M,91-100,0.00047259
2,S_M,>100,0.013705104
3,S_M,0,0.597782258
3,S_M,1-10,0.330141129
3,S_M,11-20,0.028225806
3,S_M,21-30,0.008064516
3,S_M,31-40,0.004032258
3,S_M,41-50,0.005544355
3,S_M,51-60,0.006048387
3,S_M,61-70,0.00453629
3,S_M,71-80,0.003528226
3,S_M,81-90,0.000504032
3,S_M,91-100,0.000504032
3,S_M,>100,0.01108871
4,S_M,0,0.632041344
4,S_M,1-10,0.311627907
4,S_M,11-20,0.020671835
4,S_M,21-30,0.007235142
4,S_M,31-40,0.001550388
4,S_M,41-50,0.002067183
4,S_M,51-60,0.001550388
4,S_M,61-70,0.004651163
4,S_M,71-80,0.002583979
4,S_M,81-90,0.0
4,S_M,91-100,0.001550388
4,S_M,>100,0.014470284
5,S_M,0,0.613089005
5,S_M,1-10,0.317277487
5,S_M,11-20,0.031937173
5,S_M,21-30,0.003664921
5,S_M,31-40,0.002094241
5,S_M,41-50,0.002094241
5,S_M,51-60,0.006282723
5,S_M,61-70,0.002617801
5,S_M,71-80,0.00104712
5,S_M,81-90,0.00104712
5,S_M,91-100,0.00104712
5,S_M,>100,0.017801047
6,S_M,0,0.621649485
6,S_M,1-10,0.308762887
6,S_M,11-20,0.028350515
6,S_M,21-30,0.005670103
6,S_M,31-40,0.005154639
6,S_M,41-50,0.002061856
6,S_M,51-60,0.004639175
6,S_M,61-70,0.003092784
6,S_M,71-80,0.001546392
6,S_M,81-90,0.00257732
6,S_M,91-100,0.000515464
6,S_M,>100,0.015979381
7,S_M,0,0.625681706
7,S_M,1-10,0.312840853
7,S_M,11-20,0.019335647
7,S_M,21-30,0.008428359
7,S_M,31-40,0.001487357
7,S_M,41-50,0.005453644
7,S_M,51-60,0.00594943
7,S_M,61-70,0.004462072
7,S_M,71-80,0.002478929
7,S_M,81-90,0.000991572
7,S_M,91-100,0.000495786
7,S_M,>100,0.012394646
8,S_M,0,0.60113227
8,S_M,1-10,0.328358209
8,S_M,11-20,0.02882141
8,S_M,21-30,0.006176016
8,S_M,31-40,0.006176016
8,S_M,41-50,0.00257334
8,S_M,51-60,0.004117344
8,S_M,61-70,0.006690685
8,S_M,71-80,0.0
8,S_M,81-90,0.001029336
8,S_M,91-100,0.0
8,S_M,>100,0.014925373
9,S_M,0,0.593149974
9,S_M,1-10,0.336274001
9,S_M,11-20,0.02283342
9,S_M,21-30,0.008303062
9,S_M,31-40,0.004151531
9,S_M,41-50,0.000518941
9,S_M,51-60,0.004670472
9,S_M,61-70,0.005708355
9,S_M,71-80,0.004151531
9,S_M,81-90,0.002075765
9,S_M,91-100,0.001037883
9,S_M,>100,0.017125065
10,S_M,0,0.605479452
10,S_M,1-10,0.323287671
10,S_M,11-20,0.030684932
10,S_M,21-30,0.006575342
10,S_M,31-40,0.00109589
10,S_M,41-50,0.002739726
10,S_M,51-60,0.007123288
10,S_M,61-70,0.004383562
10,S_M,71-80,0.001643836
10,S_M,81-90,0.001643836
10,S_M,91-100,0.00109589
10,S_M,>100,0.014246575
11,S_M,0,0.643167028
11,S_M,1-10,0.292841649
11,S_M,11-20,0.029826464
11,S_M,21-30,0.004338395
11,S_M,31-40,0.002169197
11,S_M,41-50,0.003253796
11,S_M,51-60,0.007049892
11,S_M,61-70,0.002169197
11,S_M,71-80,0.001626898
11,S_M,81-90,0.002169197
11,S_M,91-100,0.001626898
11,S_M,>100,0.009761388
12,S_M,0,0.635223555
12,S_M,1-10,0.29825518
12,S_M,11-20,0.017448201
12,S_M,21-30,0.005997819
12,S_M,31-40,0.006543075
12,S_M,41-50,0.002726281
12,S_M,51-60,0.011995638
12,S_M,61-70,0.004907306
12,S_M,71-80,0.000545256
12,S_M,81-90,0.0
12,S_M,91-100,0.001635769
12,S_M,>100,0.014721919
13,S_M,0,0.63681592
13,S_M,1-10,0.299613046
13,S_M,11-20,0.022664456
13,S_M,21-30,0.005527916
13,S_M,31-40,0.004422333
13,S_M,41-50,0.004422333
13,S_M,51-60,0.002763958
13,S_M,61-70,0.002763958
13,S_M,71-80,0.003869541
13,S_M,81-90,0.0
